id_propiedad,zona,anillo_vial,estrato_socioeconomico,latitud,longitud,distancia_centro_km,distancia_av_banzer_km,tipo_propiedad,superficie_total_m2,superficie_construida_m2,habitaciones,banos,pisos,garage_vehiculos,antiguedad_anos,estado_conservacion,material_construccion,orientacion,tiene_piscina,tiene_jardin,amueblado,tiene_ascensor,seguridad_24h,precio_m2_usd,precio_total_usd,precio_total_bs,fecha_publicacion,disponible
SC-00123,Villa 1ro de Mayo,4,Bajo,-17.796805,-63.141169,5.85,7.42,Local Comercial,590,248,5,4,2,3,11,Bueno,Mixto,Noreste,0,0,1,0,0,261.55,62400.0,434300.0,2024-03-31,1
SC-00124,Cotoca (periurbano),6,Bajo,-17.804398,-63.051996,16.12,8.26,Departamento,47,45,2,3,1,1,9,Bueno,Hormigón armado,Sureste,0,0,0,1,0,112.47,5200.0,36200.0,2022-06-20,1
SC-00125,Villa 1ro de Mayo,4,Bajo,-17.802682,-63.158994,4.62,8.07,Casa,251,180,4,4,2,0,40,Bueno,Mixto,Este,0,1,1,0,0,143.21,25100.0,174700.0,2022-02-01,1
SC-00126,Norte (Radial 26),4,Medio-Alto,-17.708697,-63.174738,9.02,2.36,Terreno,284,0,0,0,0,0,0,Regular,Hormigón armado,Sureste,0,0,0,0,1,291.11,84800.0,590200.0,2023-08-04,1
SC-00127,Las Palmas,2,Alto-Medio,-17.748399,-63.195766,5.3,2.04,Departamento,188,184,3,2,1,0,14,Bueno,Hormigón armado,Este,0,0,0,1,1,529.18,99500.0,692500.0,2023-05-27,1
SC-00128,El Trompillo,2,Medio-Alto,-17.799629,-63.201552,3.91,7.73,Casa,275,131,4,4,1,2,39,Bueno,Hormigón armado,Este,0,0,1,0,1,495.6,63300.0,440600.0,2024-01-01,1
SC-00129,Equipetrol Sur,3,Alto,-17.749581,-63.195399,5.13,2.17,Terreno,271,0,0,0,0,0,0,Excelente,Ladrillo,Noreste,0,0,0,0,1,640.85,173000.0,1204100.0,2024-05-21,1
SC-00130,Barrio Sirari,3,Medio-Alto,-17.741656,-63.202457,6.75,1.29,Terreno,404,0,0,0,0,0,0,Bueno,Steel frame,Este,0,0,0,0,1,407.41,164700.0,1146300.0,2022-08-31,0
SC-00131,Equipetrol Norte,3,Alto,-17.754711,-63.178799,3.48,2.74,Departamento,255,224,3,2,1,2,25,Regular,Hormigón armado,Sureste,1,0,1,1,1,864.65,187000.0,1301500.0,2024-02-27,1
SC-00132,Av. Cristo Redentor,3,Medio,-17.756233,-63.166475,4.61,2.91,Casa,385,220,4,1,2,4,29,Regular,Ladrillo,Este,0,1,1,0,0,362.05,83100.0,578400.0,2024-02-26,0
SC-00133,Cotoca (periurbano),6,Bajo,-17.798914,-63.067861,13.83,7.65,Local Comercial,1004,584,2,1,3,2,9,Bueno,Ladrillo,Noroeste,0,0,0,0,0,114.18,65600.0,456600.0,2023-06-16,0
SC-00134,Palermo,3,Medio,-17.765404,-63.18261,2.02,3.93,Casa,348,213,6,3,1,2,40,Regular,Ladrillo,Este,0,0,0,0,0,227.87,48700.0,339000.0,2022-06-25,1
SC-00135,Barrio Sirari,3,Medio-Alto,-17.755774,-63.197708,4.68,2.86,Departamento,195,183,1,1,1,0,2,Bueno,Ladrillo,Norte,0,0,1,0,1,461.17,84000.0,584600.0,2023-05-25,0
SC-00136,Av. Banzer (norte),4,Medio-Alto,-17.734128,-63.179582,5.68,0.46,Departamento,85,79,3,2,1,2,7,Bueno,Hormigón armado,Suroeste,0,0,0,0,0,464.16,38200.0,265900.0,2022-07-28,1
SC-00137,Urbarí,2,Alto,-17.78244,-63.180094,0.26,5.82,Oficina,242,99,4,3,2,2,8,Bueno,Hormigón armado,Norte,0,0,0,1,1,676.48,66400.0,462100.0,2022-10-25,0
SC-00138,Beni (zona norte),3,Medio-Alto,-17.744501,-63.183703,4.45,1.61,Departamento,145,135,2,2,1,2,29,En construcción,Hormigón armado,Noreste,0,0,1,1,1,324.57,41900.0,291600.0,2023-05-25,1
SC-00139,El Trompillo,2,Medio-Alto,-17.793055,-63.205029,3.55,7.0,Departamento,108,105,2,1,1,1,18,Malo,Ladrillo,Noreste,0,0,0,1,1,239.52,25100.0,174700.0,2023-07-04,1
SC-00140,Urbarí,2,Alto,-17.771777,-63.197977,2.93,4.64,Casa,391,177,4,3,2,0,23,Excelente,Ladrillo,Noreste,0,1,0,0,1,826.95,146700.0,1021000.0,2024-04-25,0
SC-00141,Sur (Doble Vía La Guardia),4,Medio,-17.823801,-63.181878,4.54,10.41,Casa,131,91,2,4,2,2,50,Bueno,Ladrillo,Sureste,0,1,0,0,0,251.01,23900.0,166300.0,2023-05-28,1
SC-00142,Equipetrol Norte,3,Alto,-17.771238,-63.192315,2.4,4.58,Terreno,277,0,0,0,0,0,0,Malo,Hormigón armado,Noroeste,0,0,0,0,1,495.94,136100.0,947300.0,2022-06-16,1
SC-00143,Norte (Radial 26),4,Medio-Alto,-17.714843,-63.184409,7.82,1.68,Oficina,324,262,6,3,3,4,32,Excelente,Hormigón armado,Sur,0,0,0,0,1,368.97,94100.0,654900.0,2023-03-03,1
SC-00144,Los Pozos,3,Medio,-17.799644,-63.160418,4.13,7.73,Terreno,525,0,0,0,0,0,0,Excelente,Hormigón armado,Oeste,0,0,1,0,0,198.72,107500.0,748200.0,2024-01-09,1
SC-00145,Warnes,6,Bajo,-17.498093,-63.170084,32.88,25.74,Departamento,100,96,4,1,1,2,26,Regular,Hormigón armado,Suroeste,0,0,0,0,0,136.08,13500.0,94000.0,2022-11-18,1
SC-00146,Cotoca (periurbano),6,Bajo,-17.79611,-63.06761,13.55,7.34,Casa,302,146,6,4,3,0,46,Regular,Steel frame,Suroeste,0,0,0,0,0,77.22,11000.0,76600.0,2023-06-23,1
SC-00147,Av. Paurito,5,Medio-Bajo,-17.807217,-63.223609,7.09,8.57,Departamento,63,56,3,3,1,2,11,Regular,Ladrillo,Suroeste,0,0,1,0,0,257.78,14200.0,98800.0,2022-07-16,0
SC-00148,Casco Viejo,1,Medio,-17.785718,-63.180439,0.47,6.18,Casa,779,396,4,3,3,3,13,Malo,Mixto,Noreste,0,1,0,0,0,248.06,99400.0,691800.0,2022-10-22,1
SC-00149,Sur (Doble Vía La Guardia),4,Medio,-17.808946,-63.175377,3.58,8.76,Departamento,63,55,4,2,1,0,30,Regular,Hormigón armado,Suroeste,0,0,0,1,0,227.39,12100.0,84200.0,2023-11-03,1
SC-00150,Warnes,6,Bajo,-17.522326,-63.17394,29.79,23.05,Casa,295,125,6,3,3,2,44,Regular,Hormigón armado,Oeste,0,1,1,0,0,138.53,17200.0,119700.0,2023-10-16,1
SC-00151,Urbarí,2,Alto,-17.755468,-63.194229,4.35,2.83,Casa,740,482,5,1,3,1,49,Malo,Mixto,Suroeste,1,1,1,0,1,293.84,146400.0,1018900.0,2023-10-29,1
SC-00152,Av. Paurito,5,Medio-Bajo,-17.787571,-63.231467,5.74,6.39,Casa,327,230,2,1,3,1,36,Malo,Adobe,Este,0,1,1,0,0,113.27,24800.0,172600.0,2023-03-04,0
SC-00153,Las Palmas,2,Alto-Medio,-17.763807,-63.21467,5.58,3.75,Local Comercial,140,73,5,4,1,2,47,Excelente,Steel frame,Noreste,0,0,0,0,1,650.2,49000.0,341000.0,2023-04-11,0
SC-00154,Av. Banzer (norte),4,Medio-Alto,-17.727078,-63.178984,6.53,0.32,Departamento,140,137,2,3,1,1,14,Bueno,Hormigón armado,Este,0,0,0,1,1,622.92,88500.0,616000.0,2022-01-15,1
SC-00155,Los Pozos,3,Medio,-17.789432,-63.178591,1.07,6.6,Departamento,84,74,2,1,1,2,19,Bueno,Hormigón armado,Sur,0,0,1,0,0,284.67,20800.0,144800.0,2022-07-09,0
SC-00156,Warnes,6,Bajo,-17.504905,-63.17464,31.65,24.99,Local Comercial,300,212,2,3,2,3,15,En construcción,Hormigón armado,Norte,0,0,1,0,0,164.05,33300.0,231800.0,2022-09-25,1
SC-00157,Sur (Doble Vía La Guardia),4,Medio,-17.818008,-63.175718,4.55,9.77,Casa,128,77,2,4,2,3,10,Malo,Mixto,Sur,0,0,1,0,0,228.02,17200.0,119700.0,2023-10-17,0
SC-00158,Casco Viejo,1,Medio,-17.791552,-63.196065,2.44,6.83,Departamento,88,80,2,1,1,0,15,Bueno,Ladrillo,Suroeste,0,0,0,0,0,524.92,43000.0,299300.0,2024-02-15,1
SC-00159,Sur (Doble Vía La Guardia),4,Medio,-17.824973,-63.166873,6.26,10.54,Casa,281,222,3,1,3,4,28,Regular,Hormigón armado,Oeste,0,0,0,0,0,207.17,46400.0,322900.0,2023-08-10,1
SC-00160,Las Palmas,2,Alto-Medio,-17.755135,-63.194348,4.4,2.79,Oficina,103,77,5,1,3,4,13,Bueno,Hormigón armado,Norte,0,0,1,1,1,562.95,44300.0,308300.0,2023-07-27,1
SC-00161,Palermo,3,Medio,-17.772159,-63.184836,1.5,4.68,Terreno,96,0,0,0,0,0,0,Regular,Ladrillo,Sur,0,0,0,0,0,274.89,27200.0,189300.0,2022-02-16,1
SC-00162,Barrio Sirari,3,Medio-Alto,-17.732481,-63.198895,7.39,0.28,Departamento,102,94,1,1,1,1,29,Regular,Steel frame,Sureste,0,0,0,1,0,331.71,29900.0,208100.0,2023-01-19,0
SC-00163,Villa 1ro de Mayo,4,Bajo,-17.803033,-63.135803,7.11,8.11,Oficina,228,158,5,4,1,4,43,Excelente,Steel frame,Sureste,0,0,0,0,0,193.32,31700.0,220600.0,2023-06-26,1
SC-00164,Av. Paurito,5,Medio-Bajo,-17.80751,-63.220317,6.77,8.6,Oficina,461,224,2,3,2,4,43,Bueno,Hormigón armado,Este,0,0,0,1,0,229.86,53300.0,371000.0,2022-10-10,1
SC-00165,Beni (zona norte),3,Medio-Alto,-17.739535,-63.188982,5.56,1.06,Terreno,317,0,0,0,0,0,0,Regular,Adobe,Norte,0,0,0,0,0,223.77,71400.0,496900.0,2022-09-04,1
SC-00166,Urbarí,2,Alto,-17.755868,-63.181672,3.05,2.87,Casa,383,182,6,1,1,0,47,Excelente,Ladrillo,Noreste,0,1,0,0,0,553.77,105100.0,731500.0,2022-08-28,0
SC-00167,Barrio Sirari,3,Medio-Alto,-17.75889,-63.185112,3.01,3.21,Casa,662,288,6,3,1,1,19,Bueno,Ladrillo,Este,0,0,0,0,1,461.04,137100.0,954200.0,2023-10-04,1
SC-00168,Av. Cristo Redentor,3,Medio,-17.763111,-63.169804,3.5,3.68,Casa,237,158,4,4,3,3,20,Bueno,Ladrillo,Oeste,0,1,0,0,0,279.24,42300.0,294400.0,2024-05-19,1
SC-00169,Beni (zona norte),3,Medio-Alto,-17.757437,-63.171223,3.98,3.05,Casa,232,144,5,1,3,3,26,Bueno,Ladrillo,Suroeste,0,1,0,0,1,466.47,69100.0,480900.0,2024-05-17,1
SC-00170,Av. Banzer (norte),4,Medio-Alto,-17.744268,-63.170897,5.47,1.58,Oficina,412,175,2,3,2,4,43,Regular,Ladrillo,Oeste,0,0,1,0,1,384.06,65400.0,455200.0,2023-05-06,1
SC-00171,El Trompillo,2,Medio-Alto,-17.786984,-63.194942,1.81,6.33,Casa,524,234,2,2,1,0,47,Regular,Ladrillo,Sureste,0,0,1,0,0,487.07,112300.0,781600.0,2022-09-03,1
SC-00172,Los Pozos,3,Medio,-17.775477,-63.156952,3.48,5.05,Departamento,120,112,3,2,1,1,8,Excelente,Steel frame,Suroeste,0,0,0,0,0,408.45,47500.0,330600.0,2024-02-19,0
SC-00173,El Trompillo,2,Medio-Alto,-17.799361,-63.198383,3.55,7.7,Departamento,62,56,4,1,1,0,18,Regular,Ladrillo,Noreste,0,0,1,1,1,386.57,20800.0,144800.0,2022-06-06,1
SC-00174,Hamacas,2,Alto-Medio,-17.762464,-63.178368,2.66,3.6,Departamento,56,54,2,2,1,2,17,Regular,Ladrillo,Suroeste,0,0,0,0,1,395.04,20400.0,142000.0,2022-06-22,1
SC-00175,Villa 1ro de Mayo,4,Bajo,-17.80141,-63.157318,4.65,7.93,Casa,129,62,6,4,1,0,34,Excelente,Mixto,Norte,0,1,1,0,0,159.77,10400.0,72400.0,2024-02-22,1
SC-00176,Urbarí,2,Alto,-17.770978,-63.191598,2.35,4.55,Departamento,72,68,1,3,1,0,4,Malo,Adobe,Suroeste,1,0,0,1,1,673.37,47800.0,332700.0,2022-01-17,1
SC-00177,Av. Cristo Redentor,3,Medio,-17.777385,-63.174407,1.43,5.26,Casa,549,294,6,3,3,0,18,Bueno,Adobe,Este,0,1,1,0,0,325.36,92600.0,644500.0,2022-04-20,0
SC-00178,Av. Banzer (norte),4,Medio-Alto,-17.715927,-63.170486,8.66,1.56,Casa,817,369,6,3,2,3,17,Bueno,Ladrillo,Noreste,0,1,1,0,1,480.14,169300.0,1178300.0,2023-12-02,0
SC-00179,Equipetrol Sur,3,Alto,-17.753525,-63.193267,4.46,2.61,Penthouse,106,95,1,1,1,1,12,Excelente,Mixto,Noroeste,0,0,0,0,0,1322.39,121300.0,844200.0,2023-08-03,0
SC-00180,Av. Paurito,5,Medio-Bajo,-17.797597,-63.232255,6.93,7.5,Local Comercial,136,91,2,2,1,4,44,Excelente,Hormigón armado,Noreste,0,0,0,0,0,232.14,21300.0,148200.0,2023-07-11,1
SC-00181,Equipetrol Norte,3,Alto,-17.746136,-63.172715,5.07,1.79,Local Comercial,187,137,4,1,1,1,37,Excelente,Hormigón armado,Oeste,0,0,1,0,1,1258.78,180300.0,1254900.0,2023-08-04,0
SC-00182,Villa 1ro de Mayo,4,Bajo,-17.812746,-63.148819,6.81,9.18,Local Comercial,451,220,4,4,3,0,8,En construcción,Hormigón armado,Sureste,0,0,0,0,0,184.5,38900.0,270700.0,2022-08-26,0
SC-00183,Plan 3000,4,Bajo,-17.808395,-63.129502,8.37,8.7,Terreno,416,0,0,0,0,0,0,Bueno,Mixto,Norte,0,0,1,0,0,166.82,66500.0,462800.0,2023-10-12,1
SC-00184,Av. Paurito,5,Medio-Bajo,-17.800582,-63.217228,5.68,7.83,Departamento,76,75,3,3,1,1,30,Regular,Hormigón armado,Noreste,0,0,0,0,0,213.12,16000.0,111400.0,2024-03-28,1
SC-00185,Equipetrol Sur,3,Alto,-17.751641,-63.176077,4.11,2.4,Casa,266,128,5,2,3,2,24,Regular,Hormigón armado,Sur,0,1,1,0,1,731.66,91500.0,636800.0,2022-07-11,1
SC-00186,Av. Cristo Redentor,3,Medio,-17.762749,-63.15489,5.11,3.64,Departamento,183,167,1,1,1,1,2,Regular,Mixto,Norte,0,0,1,0,0,436.77,75600.0,526200.0,2022-10-26,1
SC-00187,Los Pozos,3,Medio,-17.800242,-63.153574,4.92,7.8,Terreno,464,0,0,0,0,0,0,En construcción,Hormigón armado,Este,0,0,1,0,0,199.36,94800.0,659800.0,2023-12-03,1
SC-00188,Urbarí,2,Alto,-17.781134,-63.199946,2.1,5.68,Casa,686,294,5,2,1,3,10,En construcción,Ladrillo,Suroeste,1,1,1,0,1,463.45,140700.0,979300.0,2023-09-01,1
SC-00189,Warnes,6,Bajo,-17.522808,-63.173389,29.79,23.0,Casa,263,116,2,4,2,3,39,Bueno,Mixto,Este,0,0,0,0,0,167.21,19400.0,135000.0,2022-11-04,1
SC-00190,El Trompillo,2,Medio-Alto,-17.802206,-63.18798,2.76,8.01,Casa,420,210,4,2,2,2,20,Regular,Hormigón armado,Noreste,0,0,1,0,0,650.12,138300.0,962600.0,2024-04-16,0
SC-00191,Villa 1ro de Mayo,4,Bajo,-17.79611,-63.149744,4.86,7.34,Local Comercial,463,346,3,2,3,4,49,Regular,Adobe,Oeste,0,0,0,0,0,158.94,55200.0,384200.0,2023-03-25,0
SC-00192,Palermo,3,Medio,-17.764883,-63.172363,3.03,3.87,Casa,370,183,5,4,1,2,40,Regular,Mixto,Sur,0,1,1,0,0,341.14,59900.0,416900.0,2023-04-05,0
SC-00193,Warnes,6,Bajo,-17.512624,-63.163373,31.98,24.13,Departamento,113,102,4,3,1,1,1,Regular,Adobe,Sur,0,0,1,0,0,83.7,8600.0,59900.0,2024-02-27,1
SC-00194,Sur (Doble Vía La Guardia),4,Medio,-17.805934,-63.16751,4.08,8.43,Casa,169,134,6,1,3,3,41,Regular,Hormigón armado,Sur,0,0,0,0,0,233.41,32800.0,228300.0,2022-09-22,1
SC-00195,Barrio Sirari,3,Medio-Alto,-17.745341,-63.179888,4.4,1.7,Departamento,127,127,2,2,1,1,11,Bueno,Steel frame,Suroeste,0,0,0,0,0,336.9,42000.0,292300.0,2022-04-18,1
SC-00196,El Trompillo,2,Medio-Alto,-17.780086,-63.194215,1.61,5.56,Casa,263,126,3,3,2,3,21,Excelente,Ladrillo,Suroeste,0,0,0,0,1,626.87,77200.0,537300.0,2022-11-23,1
SC-00197,Equipetrol Norte,3,Alto,-17.765377,-63.194529,3.28,3.93,Terreno,117,0,0,0,0,0,0,Regular,Adobe,Oeste,1,0,0,0,1,742.73,88600.0,616700.0,2023-06-13,1
SC-00198,Las Palmas,2,Alto-Medio,-17.741474,-63.210468,7.62,1.27,Departamento,112,102,4,1,1,1,25,Regular,Mixto,Suroeste,0,0,0,0,1,523.53,52200.0,363300.0,2023-08-30,1
SC-00199,Equipetrol Norte,3,Alto,-17.763774,-63.167481,3.67,3.75,Casa,396,227,4,1,3,4,6,Malo,Ladrillo,Noroeste,1,1,0,0,1,819.75,184200.0,1282000.0,2023-09-04,1
SC-00200,Villa 1ro de Mayo,4,Bajo,-17.818607,-63.159066,6.38,9.84,Casa,270,156,4,4,3,2,11,Regular,Hormigón armado,Oeste,0,0,1,0,0,251.41,38200.0,265900.0,2022-11-09,1
SC-00201,Villa 1ro de Mayo,4,Bajo,-17.819434,-63.133941,9.12,9.93,Casa,204,88,5,4,3,4,8,Regular,Ladrillo,Este,0,1,0,0,0,189.22,17400.0,121100.0,2023-07-23,1
SC-00202,Casco Viejo,1,Medio,-17.775169,-63.178213,1.27,5.01,Casa,747,338,5,1,2,3,0,En construcción,Ladrillo,Suroeste,0,1,1,0,0,475.66,166300.0,1157400.0,2023-02-23,1
SC-00203,Cotoca (periurbano),6,Bajo,-17.819244,-63.047433,18.25,9.91,Oficina,405,181,5,2,1,0,36,Excelente,Hormigón armado,Noreste,0,0,1,1,0,176.54,30700.0,213700.0,2022-06-22,0
SC-00204,Av. Cristo Redentor,3,Medio,-17.769252,-63.178074,1.94,4.36,Terreno,374,0,0,0,0,0,0,Bueno,Ladrillo,Noreste,0,0,0,0,0,262.21,95100.0,661900.0,2024-03-04,1
SC-00205,Av. Paurito,5,Medio-Bajo,-17.814651,-63.232827,8.89,9.4,Departamento,65,58,1,3,1,2,14,Regular,Ladrillo,Oeste,0,0,0,1,0,166.96,9600.0,66800.0,2022-11-01,0
SC-00206,Equipetrol Norte,3,Alto,-17.76325,-63.176151,2.81,3.69,Casa,373,218,2,4,1,1,49,Regular,Hormigón armado,Este,1,0,1,0,0,607.12,133700.0,930600.0,2024-03-14,1
SC-00207,Hamacas,2,Alto-Medio,-17.755739,-63.1784,3.41,2.86,Casa,248,198,4,3,3,1,34,Malo,Steel frame,Sur,1,0,0,0,1,354.19,67400.0,469100.0,2022-05-19,0
SC-00208,Los Pozos,3,Medio,-17.783926,-63.163211,2.09,5.99,Local Comercial,288,208,4,2,3,1,8,Bueno,Hormigón armado,Sureste,0,0,0,0,0,382.32,80500.0,560300.0,2023-05-17,1
SC-00209,Norte (Radial 26),4,Medio-Alto,-17.723092,-63.181019,6.75,0.77,Departamento,81,77,4,2,1,2,2,Regular,Ladrillo,Noroeste,0,0,1,0,1,260.82,19200.0,133600.0,2023-04-11,0
SC-00210,Plan 3000,4,Bajo,-17.808995,-63.144976,6.8,8.77,Casa,324,167,2,4,3,2,42,Bueno,Adobe,Oeste,0,0,1,0,0,206.74,35600.0,247800.0,2023-05-22,1
SC-00211,Palermo,3,Medio,-17.791441,-63.176761,1.49,6.82,Casa,398,188,6,2,3,2,31,Excelente,Ladrillo,Suroeste,0,0,1,0,0,251.74,49400.0,343800.0,2022-01-17,1
SC-00212,Beni (zona norte),3,Medio-Alto,-17.742948,-63.179816,4.68,1.44,Departamento,89,80,1,2,1,2,6,Malo,Mixto,Sur,0,0,1,0,1,403.41,33000.0,229700.0,2023-11-02,1
SC-00213,Equipetrol Sur,3,Alto,-17.758693,-63.184208,2.93,3.18,Terreno,262,0,0,0,0,0,0,Regular,Mixto,Sureste,0,0,0,0,1,614.48,160200.0,1115000.0,2023-11-03,1
SC-00214,Equipetrol Sur,3,Alto,-17.770587,-63.195214,2.77,4.51,Casa,568,264,2,2,3,4,14,En construcción,Hormigón armado,Este,0,1,1,0,0,481.06,121400.0,844900.0,2023-05-05,1
SC-00215,Villa 1ro de Mayo,4,Bajo,-17.819536,-63.136309,8.88,9.94,Terreno,202,0,0,0,0,0,0,Bueno,Mixto,Este,0,0,0,0,0,205.02,40700.0,283300.0,2023-01-27,0
SC-00216,Los Pozos,3,Medio,-17.783424,-63.173146,0.98,5.93,Casa,417,203,3,1,3,0,36,Bueno,Hormigón armado,Este,0,0,0,0,0,272.51,55600.0,387000.0,2023-02-26,1
SC-00217,Cotoca (periurbano),6,Bajo,-17.81527,-63.054121,17.1,9.46,Casa,194,93,2,2,1,3,37,Regular,Hormigón armado,Sur,0,1,0,0,0,73.13,6500.0,45200.0,2022-09-12,1
SC-00218,Norte (Radial 26),4,Medio-Alto,-17.722235,-63.174622,7.52,0.86,Departamento,156,138,1,3,1,1,28,Bueno,Ladrillo,Oeste,0,0,0,0,1,433.36,61300.0,426600.0,2023-05-22,1
SC-00219,Hamacas,2,Alto-Medio,-17.735979,-63.195348,6.63,0.66,Departamento,65,59,1,3,1,0,28,Regular,Hormigón armado,Este,0,0,1,1,0,440.17,26900.0,187200.0,2024-02-21,1
SC-00220,Av. Paurito,5,Medio-Bajo,-17.80868,-63.216311,6.48,8.73,Casa,696,446,6,1,1,1,16,Regular,Ladrillo,Sureste,0,1,0,0,0,232.72,108100.0,752400.0,2023-03-10,1
SC-00221,Equipetrol Sur,3,Alto,-17.77261,-63.192874,2.3,4.73,Departamento,195,191,2,2,1,1,2,Bueno,Ladrillo,Sur,1,0,1,0,1,1058.61,210500.0,1465100.0,2022-11-14,1
SC-00222,Barrio Sirari,3,Medio-Alto,-17.745232,-63.195583,5.63,1.69,Oficina,596,242,2,2,1,0,27,Regular,Ladrillo,Sur,0,0,0,0,1,338.25,84800.0,590200.0,2022-01-13,1
SC-00223,Barrio Sirari,3,Medio-Alto,-17.755094,-63.191268,4.08,2.79,Casa,284,152,4,3,1,1,23,Excelente,Mixto,Noroeste,0,0,1,0,0,531.49,81500.0,567200.0,2024-04-06,1
SC-00224,Av. Banzer (norte),4,Medio-Alto,-17.735244,-63.173796,6.17,0.58,Casa,686,279,6,1,2,4,29,Bueno,Hormigón armado,Sur,0,1,0,0,1,383.78,108800.0,757200.0,2023-08-11,1
SC-00225,Urbarí,2,Alto,-17.769407,-63.19989,3.4,4.37,Terreno,96,0,0,0,0,0,0,Excelente,Hormigón armado,Este,1,0,1,0,1,485.48,45100.0,313900.0,2022-07-03,0
SC-00226,Beni (zona norte),3,Medio-Alto,-17.748486,-63.168797,5.23,2.05,Departamento,111,99,4,1,1,0,10,Excelente,Hormigón armado,Norte,0,0,0,0,1,507.6,49000.0,341000.0,2022-07-03,1
SC-00227,Av. Banzer (norte),4,Medio-Alto,-17.730761,-63.171675,6.89,0.08,Casa,172,138,5,1,2,2,18,Bueno,Ladrillo,Noreste,0,1,1,0,1,625.68,87800.0,611100.0,2024-01-28,1
SC-00228,Warnes,6,Bajo,-17.516825,-63.178642,29.9,23.66,Departamento,108,96,4,1,1,2,23,Excelente,Hormigón armado,Oeste,0,0,1,1,0,177.39,17700.0,123200.0,2023-07-09,1
SC-00229,Palermo,3,Medio,-17.789337,-63.179434,0.97,6.59,Oficina,299,158,4,1,3,2,24,Bueno,Hormigón armado,Norte,0,0,0,0,0,472.5,71200.0,495600.0,2022-05-26,1
SC-00230,Equipetrol Sur,3,Alto,-17.776753,-63.19555,2.13,5.19,Local Comercial,389,161,6,4,3,3,23,Bueno,Mixto,Sur,0,0,0,0,1,736.15,118600.0,825500.0,2023-08-30,1
SC-00231,Cotoca (periurbano),6,Bajo,-17.802994,-63.06381,14.71,8.1,Duplex,464,259,3,3,2,3,20,Bueno,Hormigón armado,Sur,0,0,1,0,0,180.16,46600.0,324300.0,2022-07-27,1
SC-00232,Los Pozos,3,Medio,-17.798944,-63.159797,4.12,7.65,Casa,242,195,2,2,2,2,29,En construcción,Hormigón armado,Noreste,0,1,0,0,0,195.07,38800.0,270000.0,2023-04-20,1
SC-00233,Urbarí,2,Alto,-17.759857,-63.181662,2.6,3.31,Casa,279,120,4,1,1,1,20,Regular,Hormigón armado,Este,1,1,0,0,1,533.92,65300.0,454500.0,2022-02-01,0
SC-00234,Beni (zona norte),3,Medio-Alto,-17.740933,-63.172882,5.63,1.21,Departamento,260,236,2,1,1,0,14,Malo,Steel frame,Este,0,0,1,1,1,304.5,72700.0,506000.0,2022-07-22,0
SC-00235,Villa 1ro de Mayo,4,Bajo,-17.805463,-63.156802,5.16,8.38,Departamento,177,171,1,3,1,1,18,En construcción,Hormigón armado,Suroeste,0,0,1,1,0,163.42,27600.0,192100.0,2024-04-08,1
SC-00236,El Trompillo,2,Medio-Alto,-17.780685,-63.194793,1.61,5.63,Oficina,610,297,4,1,1,0,29,Bueno,Hormigón armado,Sureste,0,0,0,0,0,717.87,203600.0,1417100.0,2022-06-26,1
SC-00237,El Trompillo,2,Medio-Alto,-17.797876,-63.197189,3.26,7.53,Casa,374,193,5,2,1,4,39,Malo,Hormigón armado,Sur,0,0,1,0,1,363.63,72800.0,506700.0,2022-10-14,1
SC-00238,Cotoca (periurbano),6,Bajo,-17.799066,-63.054933,15.21,7.67,Departamento,143,130,2,3,1,2,25,Regular,Hormigón armado,Suroeste,0,0,1,0,0,163.29,21800.0,151700.0,2022-12-19,0
SC-00239,Av. Banzer (norte),4,Medio-Alto,-17.734006,-63.185115,5.77,0.44,Departamento,112,104,2,1,1,2,10,Excelente,Steel frame,Noroeste,0,0,0,0,0,354.1,36200.0,252000.0,2024-02-25,1
SC-00240,Hamacas,2,Alto-Medio,-17.755874,-63.196802,4.58,2.87,Casa,368,175,3,2,2,0,34,Bueno,Adobe,Este,0,0,1,0,0,491.97,85700.0,596500.0,2022-06-30,1
SC-00241,Plan 3000,4,Bajo,-17.803606,-63.1241,8.41,8.17,Terreno,655,0,0,0,0,0,0,Regular,Ladrillo,Noroeste,0,0,0,0,0,151.33,98800.0,687600.0,2023-08-05,1
SC-00242,Av. Cristo Redentor,3,Medio,-17.773763,-63.168594,2.44,4.86,Casa,510,272,5,3,1,0,31,Bueno,Ladrillo,Norte,0,1,0,0,0,340.4,88200.0,613900.0,2022-12-06,0
SC-00243,Hamacas,2,Alto-Medio,-17.73861,-63.186456,5.4,0.96,Casa,640,338,3,3,1,1,1,Malo,Adobe,Noroeste,0,0,1,0,0,504.57,175100.0,1218700.0,2023-12-23,0
SC-00244,Villa 1ro de Mayo,4,Bajo,-17.824773,-63.140576,9.02,10.52,Casa,161,66,4,3,1,3,10,Regular,Hormigón armado,Noroeste,0,0,1,0,0,112.88,7200.0,50100.0,2022-08-17,1
SC-00245,Palermo,3,Medio,-17.782451,-63.189957,0.9,5.82,Departamento,113,99,3,1,1,2,5,Regular,Mixto,Norte,0,0,0,0,0,215.1,22200.0,154500.0,2022-07-06,1
SC-00246,El Trompillo,2,Medio-Alto,-17.800781,-63.182909,2.07,7.86,Duplex,366,200,3,1,2,2,9,Bueno,Mixto,Sur,0,0,0,0,0,531.6,104000.0,723800.0,2024-04-21,1
