id_cliente,perfil_estimado,edad,genero,ingreso_mensual_bs,ingreso_mensual_usd_ref,presupuesto_max_usd,presupuesto_max_bs,fuente_contacto,dispositivo_principal,tipo_propiedad_buscada,zona_preferida_1,anillo_preferido,estrato_zona_preferida,zonas_visitadas_conteo,habitaciones_minimo,superficie_minima_m2,superficie_maxima_m2,precio_minimo_usd,precio_maximo_usd,precio_minimo_bs,precio_maximo_bs,necesita_garage,necesita_jardin,prefiere_amueblado,acepta_planos,propiedades_vistas,contactos_realizados,favoritos_guardados,dias_activo_plataforma,sesiones_totales,frecuencia_busqueda,vio_video_propiedad,solicito_visita,cerro_trato,score_engagement,tiempo_decision_dias,calificacion_atencion,fecha_registro
CLI-00093,Familia,36,M,15455.0,2220.55,75000.0,522000.0,WhatsApp,Móvil,Casa,Equipetrol Norte,3,Alto,1,1,274,455,41000.0,75000.0,285400.0,522000.0,0,1,0,1,9,7,11,252,109,Varias veces/semana,1,1,0,80.2,,5.0,2023-05-16
CLI-00094,Empresa,32,F,58061.0,8342.1,445000.0,3097200.0,Referido,Desktop,Terreno,Cotoca (periurbano),6,Bajo,2,1,62,118,245000.0,445000.0,1705200.0,3097200.0,0,0,1,1,29,10,13,69,80,Semanal,0,1,0,94.5,,2.0,2023-04-17
CLI-00095,Familia,47,M,5390.0,774.43,41000.0,285400.0,Portal web,Tablet,Casa,El Trompillo,2,Medio-Alto,2,4,219,536,23000.0,41000.0,160100.0,285400.0,1,0,1,0,47,15,5,307,47,Varias veces/semana,0,1,0,92.6,,5.0,2022-06-02
CLI-00096,Joven_prof,34,F,5880.0,844.83,23000.0,160100.0,Referido,Móvil,Penthouse,Warnes,6,Bajo,3,2,165,453,13000.0,23000.0,90500.0,160100.0,0,1,1,1,30,14,3,1,92,Mensual,0,1,0,90.6,,3.0,2023-04-08
CLI-00097,Inversor,46,M,21185.0,3043.82,44000.0,306200.0,Portal web,Móvil,Terreno,Plan 3000,4,Bajo,1,4,137,526,24000.0,44000.0,167000.0,306200.0,0,1,0,0,22,10,20,103,56,Mensual,0,1,0,97.8,,1.0,2022-10-07
CLI-00098,Inversor,56,M,42346.0,6084.2,50000.0,348000.0,Instagram,Desktop,Terreno,Equipetrol Norte,3,Alto,1,2,179,302,28000.0,50000.0,194900.0,348000.0,0,0,0,1,58,7,13,291,93,Varias veces/semana,0,1,0,100.0,,3.0,2024-01-29
CLI-00099,Inversor,50,F,33604.0,4828.16,158000.0,1099700.0,Llamada telefónica,Desktop,Departamento,Villa 1ro de Mayo,4,Bajo,3,3,100,434,87000.0,158000.0,605500.0,1099700.0,0,1,0,0,7,6,7,145,105,Varias veces/semana,1,1,0,67.0,,1.0,2022-11-28
CLI-00100,Familia,44,F,7729.0,1110.49,23000.0,160100.0,WhatsApp,Desktop,Duplex,Av. Cristo Redentor,3,Medio,2,3,66,463,13000.0,23000.0,90500.0,160100.0,1,0,0,0,2,7,15,158,154,Varias veces/semana,1,1,0,98.2,,4.0,2023-05-20
CLI-00101,Familia,35,F,10618.0,1525.57,62000.0,431500.0,Llamada telefónica,Móvil,Duplex,Casco Viejo,1,Medio,4,2,125,334,34000.0,62000.0,236600.0,431500.0,1,1,0,0,42,10,18,14,82,Ocasional,1,1,1,100.0,72.0,3.0,2022-02-24
CLI-00102,Familia,41,F,16903.0,2428.59,28000.0,194900.0,Portal web,Móvil,Casa,Villa 1ro de Mayo,4,Bajo,4,4,106,226,15000.0,28000.0,104400.0,194900.0,0,0,0,0,27,4,12,62,30,Varias veces/semana,0,1,1,58.5,214.0,5.0,2024-06-13
CLI-00103,Familia,49,F,12995.0,1867.1,49000.0,341000.0,Portal web,Móvil,Duplex,Barrio Sirari,3,Medio-Alto,2,4,192,588,27000.0,49000.0,187900.0,341000.0,1,1,1,0,28,15,4,28,91,Diaria,0,1,0,94.3,,3.0,2022-12-22
CLI-00104,Joven_prof,28,M,4303.0,618.25,26000.0,181000.0,Portal web,Móvil,Departamento,El Trompillo,2,Medio-Alto,4,4,264,333,14000.0,26000.0,97400.0,181000.0,1,1,1,0,15,7,15,120,17,Ocasional,1,1,1,63.6,446.0,1.0,2022-12-16
CLI-00105,Joven_prof,35,F,6282.0,902.59,25000.0,174000.0,Portal web,Móvil,Penthouse,Cotoca (periurbano),6,Bajo,3,1,260,465,14000.0,25000.0,97400.0,174000.0,1,1,0,0,63,14,3,347,129,Mensual,1,1,0,100.0,,3.0,2023-02-22
CLI-00106,Jubilado,75,M,5121.0,735.78,69000.0,480200.0,Instagram,Móvil,Departamento,Equipetrol Norte,3,Alto,4,2,190,357,38000.0,69000.0,264500.0,480200.0,0,0,0,1,42,1,15,286,53,Diaria,0,1,0,69.9,,4.0,2023-04-05
CLI-00107,Familia,42,M,6934.0,996.26,33000.0,229700.0,Llamada telefónica,Desktop,Casa,Equipetrol Sur,3,Alto,1,4,261,649,18000.0,33000.0,125300.0,229700.0,1,0,0,0,31,14,10,348,19,Mensual,1,1,0,83.2,,2.0,2023-07-30
CLI-00108,Inversor,51,M,42379.0,6088.94,116000.0,807400.0,Referido,Tablet,Departamento,Av. Paurito,5,Medio-Bajo,4,1,117,463,64000.0,116000.0,445400.0,807400.0,1,1,0,1,46,8,6,135,131,Diaria,0,1,1,98.3,576.0,4.0,2022-09-03
CLI-00109,Joven_prof,31,M,8827.0,1268.25,55000.0,382800.0,Facebook,Desktop,Penthouse,Barrio Sirari,3,Medio-Alto,3,2,122,303,30000.0,55000.0,208800.0,382800.0,0,1,0,1,52,11,15,196,178,Varias veces/semana,1,1,0,100.0,,5.0,2023-03-21
CLI-00110,Familia,33,M,7354.0,1056.61,95000.0,661200.0,Referido,Desktop,Duplex,Warnes,6,Bajo,3,3,95,381,52000.0,95000.0,361900.0,661200.0,1,1,1,1,32,0,18,211,75,Mensual,1,1,1,74.5,93.0,,2024-01-15
CLI-00111,Joven_prof,30,M,7447.0,1069.97,38000.0,264500.0,WhatsApp,Móvil,Departamento,Palermo,3,Medio,4,3,183,258,21000.0,38000.0,146200.0,264500.0,0,1,1,0,21,7,14,170,66,Ocasional,1,1,0,79.3,,1.0,2022-10-11
CLI-00112,Familia,32,M,8438.0,1212.36,25000.0,174000.0,Llamada telefónica,Desktop,Duplex,Las Palmas,2,Alto-Medio,4,3,195,327,14000.0,25000.0,97400.0,174000.0,1,1,0,0,60,8,16,240,82,Ocasional,1,1,0,100.0,,3.0,2023-07-27
CLI-00113,Joven_prof,34,F,7031.0,1010.2,37000.0,257500.0,Instagram,Móvil,Penthouse,Barrio Sirari,3,Medio-Alto,3,1,262,439,20000.0,37000.0,139200.0,257500.0,0,1,0,0,20,9,7,210,25,Ocasional,1,1,0,58.5,,4.0,2024-02-29
CLI-00114,Joven_prof,26,No especificado,9760.0,1402.3,40000.0,278400.0,Facebook,Móvil,Penthouse,Av. Cristo Redentor,3,Medio,2,2,139,288,22000.0,40000.0,153100.0,278400.0,0,1,0,1,63,11,14,121,29,Varias veces/semana,1,1,0,100.0,,1.0,2024-05-14
CLI-00115,Inversor,55,F,43839.0,6298.71,298000.0,2074100.0,Instagram,Móvil,Departamento,Warnes,6,Bajo,2,3,157,395,164000.0,298000.0,1141400.0,2074100.0,0,0,0,1,31,7,6,242,45,Diaria,1,1,0,62.0,,4.0,2023-02-16
CLI-00116,Empresa,31,F,60458.0,8686.49,172000.0,1197100.0,Portal web,Móvil,Local Comercial,Av. Cristo Redentor,3,Medio,4,1,113,172,95000.0,172000.0,661200.0,1197100.0,0,1,1,0,42,4,20,237,88,Ocasional,0,1,0,99.4,,4.0,2023-04-05
CLI-00117,Familia,32,F,13034.0,1872.7,43000.0,299300.0,Instagram,Desktop,Duplex,Sur (Doble Vía La Guardia),4,Medio,4,4,268,640,24000.0,43000.0,167000.0,299300.0,1,1,0,1,5,5,5,220,96,Semanal,1,1,1,56.3,222.0,2.0,2023-03-11
CLI-00118,Familia,43,F,16989.0,2440.95,60000.0,417600.0,WhatsApp,Desktop,Duplex,Palermo,3,Medio,4,1,198,273,33000.0,60000.0,229700.0,417600.0,1,0,0,0,61,10,9,123,109,Ocasional,0,1,0,100.0,,2.0,2023-03-11
CLI-00119,Familia,34,M,6945.0,997.84,30000.0,208800.0,Facebook,Desktop,Casa,Sur (Doble Vía La Guardia),4,Medio,3,3,155,317,16000.0,30000.0,111400.0,208800.0,1,1,1,1,32,13,0,251,140,Semanal,1,1,0,97.0,,3.0,2022-09-15
CLI-00120,Familia,49,M,13445.0,1931.75,53000.0,368900.0,WhatsApp,Desktop,Casa,El Trompillo,2,Medio-Alto,3,4,73,230,29000.0,53000.0,201800.0,368900.0,1,1,0,0,60,12,19,253,58,Ocasional,1,1,1,100.0,18.0,5.0,2023-12-16
CLI-00121,Inversor,51,M,38642.0,5552.01,195000.0,1357200.0,Visita directa,Móvil,Terreno,Av. Banzer (norte),4,Medio-Alto,1,4,190,302,107000.0,195000.0,744700.0,1357200.0,0,1,1,1,26,11,3,123,157,Mensual,0,1,0,99.1,,2.0,2023-06-13
CLI-00122,Joven_prof,23,M,4940.0,709.77,15000.0,104400.0,Portal web,Móvil,Penthouse,Av. Banzer (norte),4,Medio-Alto,2,3,232,394,8000.0,15000.0,55700.0,104400.0,1,1,0,1,29,15,12,289,200,Mensual,0,1,0,100.0,,5.0,2024-06-13
CLI-00123,Inversor,43,No especificado,57722.0,8293.39,31000.0,215800.0,Llamada telefónica,Tablet,Terreno,Warnes,6,Bajo,4,4,70,199,17000.0,31000.0,118300.0,215800.0,0,1,1,0,32,5,15,364,53,Semanal,0,1,0,76.9,,3.0,2023-03-03
CLI-00124,Joven_prof,35,M,9398.0,1350.29,17000.0,118300.0,Llamada telefónica,Móvil,Penthouse,Urbarí,2,Alto,4,3,90,348,9000.0,17000.0,62600.0,118300.0,1,0,0,0,71,11,9,52,51,Semanal,0,1,1,100.0,630.0,3.0,2023-04-12
CLI-00125,Inversor,51,M,44111.0,6337.79,87000.0,605500.0,WhatsApp,Móvil,Casa,Casco Viejo,1,Medio,1,1,142,238,48000.0,87000.0,334100.0,605500.0,0,0,0,1,2,8,12,308,197,Varias veces/semana,1,1,0,100.0,,1.0,2022-09-14
CLI-00126,Familia,34,M,7837.0,1126.01,103000.0,716900.0,Visita directa,Móvil,Duplex,Equipetrol Sur,3,Alto,4,3,173,562,57000.0,103000.0,396700.0,716900.0,1,1,1,1,53,8,10,233,10,Mensual,1,1,0,73.5,,4.0,2023-01-21
CLI-00127,Joven_prof,31,F,7303.0,1049.28,23000.0,160100.0,Visita directa,Móvil,Penthouse,Urbarí,2,Alto,3,1,125,348,13000.0,23000.0,90500.0,160100.0,1,1,0,1,1,4,9,338,106,Varias veces/semana,1,1,0,62.3,,5.0,2023-11-03
CLI-00128,Empresa,41,F,48854.0,7019.25,210000.0,1461600.0,Llamada telefónica,Móvil,Oficina,Beni (zona norte),3,Medio-Alto,3,3,84,308,116000.0,210000.0,807400.0,1461600.0,1,0,0,0,58,12,10,133,16,Ocasional,1,1,0,89.8,,5.0,2023-07-11
CLI-00129,Familia,43,No especificado,12208.0,1754.02,92000.0,640300.0,Instagram,Móvil,Casa,Sur (Doble Vía La Guardia),4,Medio,3,2,153,482,51000.0,92000.0,355000.0,640300.0,1,0,1,0,71,1,16,322,2,Varias veces/semana,0,0,0,71.1,,1.0,2023-09-07
CLI-00130,Joven_prof,34,F,5148.0,739.66,24000.0,167000.0,Visita directa,Desktop,Departamento,Barrio Sirari,3,Medio-Alto,3,1,225,506,13000.0,24000.0,90500.0,167000.0,1,1,1,1,9,14,8,97,92,Mensual,1,1,0,90.1,,4.0,2024-04-02
CLI-00131,Joven_prof,23,No especificado,8182.0,1175.57,43000.0,299300.0,Facebook,Móvil,Penthouse,Barrio Sirari,3,Medio-Alto,1,4,117,279,24000.0,43000.0,167000.0,299300.0,1,1,0,0,11,11,15,316,173,Varias veces/semana,0,1,0,100.0,,3.0,2023-08-21
CLI-00132,Empresa,47,M,44696.0,6421.84,337000.0,2345500.0,Portal web,Desktop,Oficina,Beni (zona norte),3,Medio-Alto,4,3,234,317,185000.0,337000.0,1287600.0,2345500.0,1,1,1,0,15,7,8,357,163,Diaria,1,1,0,93.4,,1.0,2022-01-24
CLI-00133,Familia,31,F,16309.0,2343.25,93000.0,647300.0,Facebook,Móvil,Duplex,Equipetrol Sur,3,Alto,4,1,145,490,51000.0,93000.0,355000.0,647300.0,1,0,0,1,2,9,18,336,188,Semanal,1,1,0,100.0,,5.0,2023-01-31
CLI-00134,Familia,28,F,7112.0,1021.84,56000.0,389800.0,Visita directa,Desktop,Duplex,Plan 3000,4,Bajo,3,2,259,456,31000.0,56000.0,215800.0,389800.0,1,0,0,0,5,15,14,131,52,Mensual,1,1,0,91.1,,2.0,2023-12-08
CLI-00135,Familia,40,M,17653.0,2536.35,70000.0,487200.0,Llamada telefónica,Móvil,Casa,Beni (zona norte),3,Medio-Alto,2,4,262,338,38000.0,70000.0,264500.0,487200.0,0,1,0,1,24,11,6,13,71,Varias veces/semana,1,1,0,78.3,,2.0,2022-12-03
CLI-00136,Joven_prof,22,M,8176.0,1174.71,12000.0,83500.0,Instagram,Móvil,Penthouse,Las Palmas,2,Alto-Medio,2,4,83,241,7000.0,12000.0,48700.0,83500.0,1,1,0,0,57,10,6,322,119,Semanal,1,1,0,100.0,,1.0,2023-04-29
CLI-00137,Familia,41,M,15823.0,2273.42,79000.0,549800.0,Instagram,Tablet,Casa,Casco Viejo,1,Medio,4,3,47,346,43000.0,79000.0,299300.0,549800.0,1,1,0,0,10,12,12,218,36,Mensual,0,1,0,75.8,,4.0,2022-12-27
CLI-00138,Familia,47,M,7283.0,1046.41,55000.0,382800.0,Portal web,Móvil,Casa,Urbarí,2,Alto,3,1,174,332,30000.0,55000.0,208800.0,382800.0,0,0,0,0,9,3,12,209,12,Varias veces/semana,0,0,0,41.1,,1.0,2023-03-17
CLI-00139,Joven_prof,28,M,4040.0,580.46,45000.0,313200.0,Portal web,Móvil,Penthouse,Urbarí,2,Alto,4,1,83,167,25000.0,45000.0,174000.0,313200.0,0,0,1,0,73,10,9,311,51,Varias veces/semana,1,1,0,99.8,,4.0,2023-10-30
CLI-00140,Joven_prof,28,M,8342.0,1198.56,31000.0,215800.0,Instagram,Desktop,Departamento,Norte (Radial 26),4,Medio-Alto,2,1,145,430,17000.0,31000.0,118300.0,215800.0,1,0,0,0,32,13,2,133,59,Diaria,1,1,0,76.7,,4.0,2024-06-04
CLI-00141,Jubilado,76,F,3945.0,566.81,42000.0,292300.0,Instagram,Móvil,Departamento,Las Palmas,2,Alto-Medio,3,4,206,459,23000.0,42000.0,160100.0,292300.0,0,1,0,1,46,12,10,147,30,Semanal,1,1,0,88.0,,2.0,2022-01-15
CLI-00142,Familia,35,M,5487.0,788.36,54000.0,375800.0,Referido,Tablet,Duplex,Beni (zona norte),3,Medio-Alto,1,4,140,275,30000.0,54000.0,208800.0,375800.0,1,1,0,1,31,1,19,208,16,Varias veces/semana,0,1,0,61.3,,2.0,2022-04-10
CLI-00143,Jubilado,58,F,2732.0,392.53,23000.0,160100.0,Llamada telefónica,Móvil,Casa,Norte (Radial 26),4,Medio-Alto,3,1,89,387,13000.0,23000.0,90500.0,160100.0,1,1,1,1,70,1,1,4,199,Diaria,0,0,0,99.7,,1.0,2023-10-24
CLI-00144,Familia,41,F,17508.0,2515.52,42000.0,292300.0,Referido,Desktop,Duplex,Villa 1ro de Mayo,4,Bajo,2,2,193,244,23000.0,42000.0,160100.0,292300.0,1,0,0,0,52,2,14,36,149,Varias veces/semana,1,0,0,100.0,,5.0,2023-04-13
CLI-00145,Familia,30,M,11287.0,1621.7,108000.0,751700.0,Visita directa,Desktop,Casa,Los Pozos,3,Medio,2,3,299,613,59000.0,108000.0,410600.0,751700.0,1,0,0,0,39,11,15,15,22,Varias veces/semana,0,1,0,89.1,,4.0,2022-11-09
CLI-00146,Familia,50,F,10375.0,1490.66,71000.0,494200.0,Llamada telefónica,Móvil,Casa,Urbarí,2,Alto,3,1,271,561,39000.0,71000.0,271400.0,494200.0,1,0,0,0,7,15,14,216,93,Mensual,1,1,0,100.0,,5.0,2022-10-25
CLI-00147,Familia,31,M,7194.0,1033.62,45000.0,313200.0,Facebook,Móvil,Casa,Urbarí,2,Alto,3,4,74,409,25000.0,45000.0,174000.0,313200.0,1,1,1,0,1,14,13,256,106,Diaria,1,1,0,100.0,,5.0,2024-06-02
CLI-00148,Jubilado,68,M,4148.0,595.98,36000.0,250600.0,Visita directa,Desktop,Departamento,Norte (Radial 26),4,Medio-Alto,3,4,243,454,20000.0,36000.0,139200.0,250600.0,0,1,0,0,36,5,12,179,33,Varias veces/semana,1,1,0,66.9,,3.0,2023-10-26
CLI-00149,Familia,30,M,5497.0,789.8,57000.0,396700.0,Referido,Tablet,Casa,Hamacas,2,Alto-Medio,4,3,240,506,31000.0,57000.0,215800.0,396700.0,1,1,0,1,54,3,6,291,8,Mensual,0,0,0,50.4,,5.0,2023-05-22
CLI-00150,Joven_prof,29,M,8798.0,1264.08,13000.0,90500.0,Facebook,Móvil,Penthouse,Palermo,3,Medio,1,1,106,341,7000.0,13000.0,48700.0,90500.0,1,1,0,1,28,14,3,327,83,Diaria,1,1,0,86.9,,2.0,2022-05-25
CLI-00151,Inversor,55,M,16218.0,2330.17,62000.0,431500.0,Facebook,Móvil,Local Comercial,Las Palmas,2,Alto-Medio,1,4,108,462,34000.0,62000.0,236600.0,431500.0,0,1,1,1,70,7,11,302,77,Ocasional,1,1,0,100.0,,4.0,2023-12-29
CLI-00152,Joven_prof,24,M,7965.0,1144.4,45000.0,313200.0,Facebook,Móvil,Departamento,Los Pozos,3,Medio,4,3,144,323,25000.0,45000.0,174000.0,313200.0,0,1,0,1,12,5,1,88,121,Ocasional,1,1,0,59.3,,1.0,2022-01-14
CLI-00153,Familia,29,M,5633.0,809.34,108000.0,751700.0,Llamada telefónica,Móvil,Duplex,Plan 3000,4,Bajo,2,4,254,592,59000.0,108000.0,410600.0,751700.0,0,1,0,0,74,6,15,274,24,Varias veces/semana,1,1,0,92.2,,3.0,2022-09-19
CLI-00154,Familia,30,M,13155.0,1890.09,69000.0,480200.0,Facebook,Móvil,Duplex,Norte (Radial 26),4,Medio-Alto,4,4,213,572,38000.0,69000.0,264500.0,480200.0,0,1,0,0,3,13,20,125,13,Varias veces/semana,1,1,0,84.4,,2.0,2024-06-03
CLI-00155,Inversor,47,M,31483.0,4523.42,130000.0,904800.0,Visita directa,Desktop,Casa,Las Palmas,2,Alto-Medio,3,2,105,188,72000.0,130000.0,501100.0,904800.0,0,1,0,0,78,12,7,362,160,Semanal,1,1,0,100.0,,1.0,2022-11-25
CLI-00156,Joven_prof,33,No especificado,9655.0,1387.21,51000.0,355000.0,Llamada telefónica,Móvil,Penthouse,Av. Paurito,5,Medio-Bajo,4,1,181,502,28000.0,51000.0,194900.0,355000.0,1,1,0,0,52,0,7,230,64,Ocasional,1,1,1,59.2,102.0,,2022-12-15
CLI-00157,Familia,47,M,13131.0,1886.64,76000.0,529000.0,Llamada telefónica,Móvil,Casa,Equipetrol Sur,3,Alto,1,3,108,229,42000.0,76000.0,292300.0,529000.0,1,1,1,0,52,14,13,122,52,Mensual,1,1,0,100.0,,5.0,2024-01-28
CLI-00158,Inversor,42,F,28685.0,4121.41,287000.0,1997500.0,Visita directa,Móvil,Departamento,Casco Viejo,1,Medio,4,2,41,291,158000.0,287000.0,1099700.0,1997500.0,1,1,0,0,63,10,14,73,157,Semanal,0,1,0,100.0,,4.0,2022-05-11
CLI-00159,Joven_prof,32,M,8410.0,1208.33,26000.0,181000.0,Facebook,Móvil,Departamento,Barrio Sirari,3,Medio-Alto,1,3,159,312,14000.0,26000.0,97400.0,181000.0,0,0,1,1,2,14,17,180,47,Varias veces/semana,0,1,0,91.1,,1.0,2024-02-09
CLI-00160,Empresa,40,M,102504.0,14727.59,209000.0,1454600.0,Visita directa,Móvil,Local Comercial,Norte (Radial 26),4,Medio-Alto,2,4,226,491,115000.0,209000.0,800400.0,1454600.0,1,0,1,1,21,1,2,87,21,Mensual,1,0,0,23.8,,5.0,2024-04-26
CLI-00161,Familia,33,M,7772.0,1116.67,98000.0,682100.0,Llamada telefónica,Móvil,Duplex,Barrio Sirari,3,Medio-Alto,4,2,115,200,54000.0,98000.0,375800.0,682100.0,1,0,1,0,60,4,5,281,187,Semanal,1,1,0,100.0,,4.0,2022-07-30
CLI-00162,Inversor,41,F,51355.0,7378.59,180000.0,1252800.0,Visita directa,Móvil,Local Comercial,Las Palmas,2,Alto-Medio,4,3,192,377,99000.0,180000.0,689000.0,1252800.0,1,1,0,1,23,12,19,50,92,Varias veces/semana,0,1,0,100.0,,5.0,2023-05-05
CLI-00163,Familia,29,M,12458.0,1789.94,28000.0,194900.0,Llamada telefónica,Móvil,Casa,Equipetrol Sur,3,Alto,3,1,173,523,15000.0,28000.0,104400.0,194900.0,1,1,0,1,23,10,11,52,38,Diaria,0,1,0,74.9,,3.0,2022-05-30
CLI-00164,Familia,34,M,9544.0,1371.26,75000.0,522000.0,Facebook,Desktop,Duplex,Las Palmas,2,Alto-Medio,2,3,91,426,41000.0,75000.0,285400.0,522000.0,0,1,0,0,62,5,0,243,41,Diaria,1,1,0,58.3,,3.0,2023-07-20
CLI-00165,Jubilado,58,M,3178.0,456.61,45000.0,313200.0,Visita directa,Móvil,Casa,Beni (zona norte),3,Medio-Alto,3,2,208,504,25000.0,45000.0,174000.0,313200.0,1,0,0,1,51,0,2,333,90,Mensual,1,0,0,56.5,,,2022-07-13
CLI-00166,Empresa,37,M,77918.0,11195.11,757000.0,5268700.0,Referido,Tablet,Oficina,Barrio Sirari,3,Medio-Alto,2,4,220,418,416000.0,757000.0,2895400.0,5268700.0,1,0,1,1,8,13,15,7,148,Semanal,1,1,1,100.0,369.0,3.0,2023-07-17
CLI-00167,Familia,28,F,8195.0,1177.44,61000.0,424600.0,Visita directa,Móvil,Duplex,Urbarí,2,Alto,4,3,71,354,34000.0,61000.0,236600.0,424600.0,1,1,1,0,5,10,4,324,78,Mensual,0,1,0,63.9,,1.0,2022-09-16
CLI-00168,Joven_prof,29,F,9880.0,1419.54,17000.0,118300.0,Referido,Móvil,Departamento,El Trompillo,2,Medio-Alto,1,2,285,596,9000.0,17000.0,62600.0,118300.0,0,0,1,0,67,8,10,308,180,Mensual,0,1,0,100.0,,2.0,2022-02-25
CLI-00169,Familia,40,F,15140.0,2175.29,34000.0,236600.0,WhatsApp,Desktop,Duplex,Plan 3000,4,Bajo,3,4,110,425,19000.0,34000.0,132200.0,236600.0,1,1,0,0,32,13,13,131,57,Varias veces/semana,1,1,0,98.1,,3.0,2022-07-01
CLI-00170,Familia,36,F,16051.0,2306.18,66000.0,459400.0,Llamada telefónica,Desktop,Duplex,Villa 1ro de Mayo,4,Bajo,3,3,149,519,36000.0,66000.0,250600.0,459400.0,0,1,0,0,19,11,15,317,171,Varias veces/semana,0,1,0,100.0,,3.0,2023-02-08
CLI-00171,Familia,42,M,17638.0,2534.2,33000.0,229700.0,Llamada telefónica,Desktop,Duplex,Villa 1ro de Mayo,4,Bajo,4,1,231,583,18000.0,33000.0,125300.0,229700.0,0,0,0,0,14,4,3,52,52,Varias veces/semana,1,1,0,40.6,,1.0,2023-01-09
CLI-00172,Familia,46,M,13943.0,2003.3,88000.0,612500.0,Referido,Desktop,Duplex,Palermo,3,Medio,3,2,261,578,48000.0,88000.0,334100.0,612500.0,0,0,1,0,12,5,11,315,127,Diaria,1,1,0,81.1,,3.0,2022-12-22
CLI-00173,Inversor,59,M,61727.0,8868.82,57000.0,396700.0,Visita directa,Móvil,Terreno,Equipetrol Norte,3,Alto,4,2,225,556,31000.0,57000.0,215800.0,396700.0,1,0,1,1,31,11,5,323,34,Varias veces/semana,1,1,0,68.7,,4.0,2022-03-23
CLI-00174,Familia,48,M,8751.0,1257.33,50000.0,348000.0,Referido,Desktop,Duplex,Av. Paurito,5,Medio-Bajo,3,4,72,225,28000.0,50000.0,194900.0,348000.0,0,0,0,1,73,7,20,341,148,Ocasional,1,1,0,100.0,,5.0,2022-05-10
CLI-00175,Joven_prof,28,M,5608.0,805.75,40000.0,278400.0,Referido,Móvil,Penthouse,Equipetrol Sur,3,Alto,4,2,125,383,22000.0,40000.0,153100.0,278400.0,0,1,0,0,56,14,18,18,25,Ocasional,1,1,0,100.0,,5.0,2022-11-26
CLI-00176,Inversor,43,M,18564.0,2667.24,227000.0,1579900.0,Llamada telefónica,Móvil,Terreno,Hamacas,2,Alto-Medio,1,1,87,258,125000.0,227000.0,870000.0,1579900.0,1,1,0,0,47,4,6,98,6,Varias veces/semana,1,1,0,49.3,,3.0,2022-02-08
CLI-00177,Inversor,52,M,49228.0,7072.99,77000.0,535900.0,Instagram,Móvil,Terreno,Hamacas,2,Alto-Medio,1,3,84,404,42000.0,77000.0,292300.0,535900.0,1,1,1,0,75,7,14,283,42,Ocasional,0,1,0,99.1,,4.0,2023-07-29
CLI-00178,Inversor,35,M,29698.0,4266.95,56000.0,389800.0,WhatsApp,Móvil,Terreno,Barrio Sirari,3,Medio-Alto,2,2,123,338,31000.0,56000.0,215800.0,389800.0,1,0,1,1,50,13,5,175,158,Semanal,1,1,0,100.0,,1.0,2024-05-28
CLI-00179,Familia,40,M,10968.0,1575.86,77000.0,535900.0,Visita directa,Desktop,Casa,Villa 1ro de Mayo,4,Bajo,4,4,45,281,42000.0,77000.0,292300.0,535900.0,1,0,1,1,30,15,6,287,80,Semanal,1,1,0,96.0,,5.0,2024-02-04
CLI-00180,Joven_prof,26,M,7276.0,1045.4,53000.0,368900.0,Portal web,Desktop,Penthouse,Av. Paurito,5,Medio-Bajo,2,2,93,282,29000.0,53000.0,201800.0,368900.0,1,0,0,0,24,7,9,362,88,Mensual,0,1,0,77.4,,1.0,2023-07-31
CLI-00181,Familia,28,M,8848.0,1271.26,95000.0,661200.0,Portal web,Móvil,Casa,Av. Banzer (norte),4,Medio-Alto,3,3,62,173,52000.0,95000.0,361900.0,661200.0,1,0,0,1,12,6,19,348,114,Diaria,1,1,0,96.2,,2.0,2022-06-12
CLI-00182,Joven_prof,29,M,8200.0,1178.16,11000.0,76600.0,Instagram,Móvil,Penthouse,Equipetrol Norte,3,Alto,4,1,159,456,6000.0,11000.0,41800.0,76600.0,1,1,0,1,70,10,3,365,54,Varias veces/semana,0,1,0,87.2,,4.0,2023-01-06
CLI-00183,Inversor,46,No especificado,75450.0,10840.52,281000.0,1955800.0,Referido,Móvil,Casa,Villa 1ro de Mayo,4,Bajo,2,1,263,358,155000.0,281000.0,1078800.0,1955800.0,0,0,0,0,60,1,16,136,82,Ocasional,0,0,0,89.6,,5.0,2022-12-29
CLI-00184,Joven_prof,28,M,6076.0,872.99,28000.0,194900.0,Instagram,Desktop,Departamento,Cotoca (periurbano),6,Bajo,3,3,230,599,15000.0,28000.0,104400.0,194900.0,0,1,0,1,68,10,7,33,143,Semanal,1,1,0,100.0,,1.0,2024-02-01
CLI-00185,Empresa,40,M,102862.0,14779.02,421000.0,2930200.0,Facebook,Móvil,Terreno,Casco Viejo,1,Medio,2,1,77,436,232000.0,421000.0,1614700.0,2930200.0,0,1,1,0,11,11,18,30,187,Diaria,1,1,0,100.0,,2.0,2023-06-18
CLI-00186,Joven_prof,25,M,8695.0,1249.28,10000.0,69600.0,Instagram,Desktop,Departamento,Casco Viejo,1,Medio,2,1,125,296,6000.0,10000.0,41800.0,69600.0,0,1,1,0,16,14,7,235,6,Mensual,1,1,0,65.8,,3.0,2023-02-04
